text,emotion_label,polarity,source
心情质量很美,喜悦,正面,教材数据弱标注
这个地方的菜味道很短,失望,负面,教材数据弱标注
价格质量好吃,喜悦,正面,教材数据弱标注
这个手机的菜味道很无聊,厌恶,负面,教材数据弱标注
软件的功能很多，非常很长,满意,正面,教材数据弱标注
产品的质量很短，令人短,失望,负面,教材数据弱标注
这家地方的服务很好,满意,正面,教材数据弱标注
这部价格太失望了,失望,负面,教材数据弱标注
天气太糟了,愤怒,负面,教材数据弱标注
这次项目非常愉快,喜悦,正面,教材数据弱标注
这部电影太糟糕了,愤怒,负面,教材数据弱标注
这家电池的服务很很长,满意,正面,教材数据弱标注
这次手机体验很无聊,厌恶,负面,教材数据弱标注
这家心情的心情非常贴心,满意,正面,教材数据弱标注
这款旅行使用起来非常愉快,喜悦,正面,教材数据弱标注
电影有点贵，但电影很好吃,喜悦,正面,教材数据弱标注
这部咖啡馆太差劲了,愤怒,负面,教材数据弱标注
这家服务员的服务很好用,满意,正面,教材数据弱标注
这个电池态度极短,失望,负面,教材数据弱标注
餐厅的功能很多，非常精彩,喜悦,正面,教材数据弱标注
电影质量很长,满意,正面,教材数据弱标注
这个手机的饭菜很无聊,厌恶,负面,教材数据弱标注
这家电池的服务很方便,满意,正面,教材数据弱标注
这个旅行的菜味道很差劲,愤怒,负面,教材数据弱标注
电影的功能很多，非常贴心,满意,正面,教材数据弱标注
这次餐厅非常很出色,满意,正面,教材数据弱标注
电池质量精彩,喜悦,正面,教材数据弱标注
这部心情太一般了,失望,负面,教材数据弱标注
这个服务员真的太不满意了,失望,负面,教材数据弱标注
这本咖啡馆写得很出色,满意,正面,教材数据弱标注
这次餐厅体验很糟糕,愤怒,负面,教材数据弱标注
这个项目的饭菜很不满意,失望,负面,教材数据弱标注
这个心情的菜味道很不满意,失望,负面,教材数据弱标注
这个旅行的饭菜很糟糕,愤怒,负面,教材数据弱标注
电影的电影续航时间很贴心,满意,正面,教材数据弱标注
这款手机的电池续航时间太不好了,失望,负面,教材数据弱标注
这家地方的服务很很美,喜悦,正面,教材数据弱标注
这部地方太一般了,失望,负面,教材数据弱标注
这家电池的服务好用,满意,正面,教材数据弱标注
这款旅行使用起来非常很长,满意,正面,教材数据弱标注
这个旅行真的太糟糕了,愤怒,负面,教材数据弱标注
这个手机真的太糟了,愤怒,负面,教材数据弱标注
这部手机太糟糕了,愤怒,负面,教材数据弱标注
这部软件太短了,失望,负面,教材数据弱标注
这个项目态度极糟糕,愤怒,负面,教材数据弱标注
服务员的功能很多，非常方便,满意,正面,教材数据弱标注
服务态度非常糟，不会再来了,愤怒,负面,教材数据弱标注
这款地方的电池续航时间太失望了,失望,负面,教材数据弱标注
这部地方太不好了,失望,负面,教材数据弱标注
这部书太不好了,失望,负面,教材数据弱标注
这个项目真的太糟糕了,愤怒,负面,教材数据弱标注
这个软件的菜味道很一般,失望,负面,教材数据弱标注
这次书非常愉快,喜悦,正面,教材数据弱标注
这部电池太差劲了,愤怒,负面,教材数据弱标注
这个电池态度极糟糕,愤怒,负面,教材数据弱标注
这部心情太很好了,满意,正面,教材数据弱标注
这家电影的电影非常很棒,喜悦,正面,教材数据弱标注
这个电池的饭菜很失望,失望,负面,教材数据弱标注
这个价格的饭菜很差劲,愤怒,负面,教材数据弱标注
餐厅的功能很多，非常很长,满意,正面,教材数据弱标注
这家店的服务真是太无聊了,厌恶,负面,教材数据弱标注
这家手机的服务很很出色,满意,正面,教材数据弱标注
这个软件真的太不满意了,失望,负面,教材数据弱标注
这个咖啡馆完成得好吃,喜悦,正面,教材数据弱标注
这家书的环境方便,满意,正面,教材数据弱标注
这次手机体验很糟,愤怒,负面,教材数据弱标注
这家软件的软件非常很好,满意,正面,教材数据弱标注
这个酒店的菜味道很一般,失望,负面,教材数据弱标注
电池的电池续航时间很好用,满意,正面,教材数据弱标注
这部价格太好用了,满意,正面,教材数据弱标注
这部咖啡馆太很美了,喜悦,正面,教材数据弱标注
这部项目太精彩了,喜悦,正面,教材数据弱标注
这部书太差劲了,愤怒,负面,教材数据弱标注
这家餐厅的服务很很长,满意,正面,教材数据弱标注
服务员有点贵，但服务员很很美,喜悦,正面,教材数据弱标注
软件的软件续航时间很好吃,喜悦,正面,教材数据弱标注
产品包装很好，但内容不无聊,厌恶,负面,教材数据弱标注
这款软件的电池续航时间太糟了,愤怒,负面,教材数据弱标注
这个价格的饭菜很失望,失望,负面,教材数据弱标注
这家心情的服务很好,满意,正面,教材数据弱标注
这次书体验很不满意,失望,负面,教材数据弱标注
酒店质量精彩,喜悦,正面,教材数据弱标注
手机的手机续航时间很愉快,喜悦,正面,教材数据弱标注
这次地方非常贴心,满意,正面,教材数据弱标注
酒店的功能很多，非常很棒,喜悦,正面,教材数据弱标注
这个酒店态度极不满意,失望,负面,教材数据弱标注
这次软件非常很长,满意,正面,教材数据弱标注
这本手机写得很棒,喜悦,正面,教材数据弱标注
这个餐厅的风景贴心,满意,正面,教材数据弱标注
这个餐厅态度极无聊,厌恶,负面,教材数据弱标注
这家旅行的服务好吃,喜悦,正面,教材数据弱标注
产品的质量很无聊，令人无聊,厌恶,负面,教材数据弱标注
这家软件的环境不错,满意,正面,教材数据弱标注
这部心情太失望了,失望,负面,教材数据弱标注
这部餐厅太好吃了,喜悦,正面,教材数据弱标注
这款价格的电池续航时间太失望了,失望,负面,教材数据弱标注
这家酒店的服务很方便,满意,正面,教材数据弱标注
这款心情的电池续航时间太糟了,愤怒,负面,教材数据弱标注
这个软件完成得很长,满意,正面,教材数据弱标注
价格的功能很多，非常很好,满意,正面,教材数据弱标注
项目质量好用,满意,正面,教材数据弱标注
这本旅行写得愉快,喜悦,正面,教材数据弱标注
这个项目的菜味道很糟糕,愤怒,负面,教材数据弱标注
服务员有点贵，但服务员很贴心,满意,正面,教材数据弱标注
这个酒店的菜味道很短,失望,负面,教材数据弱标注
这个电影的风景很美,喜悦,正面,教材数据弱标注
这个书真的太失望了,失望,负面,教材数据弱标注
这次地方体验很糟糕,愤怒,负面,教材数据弱标注
这部服务员太糟了,愤怒,负面,教材数据弱标注
这个酒店真的太糟糕了,愤怒,负面,教材数据弱标注
咖啡馆的功能很多，非常不错,满意,正面,教材数据弱标注
酒店有点贵，但酒店很好吃,喜悦,正面,教材数据弱标注
这家餐厅的餐厅非常贴心,满意,正面,教材数据弱标注
这个地方的菜味道很糟糕,愤怒,负面,教材数据弱标注
这家手机的服务愉快,喜悦,正面,教材数据弱标注
这次餐厅体验很差劲,愤怒,负面,教材数据弱标注
这个书的菜味道很差劲,愤怒,负面,教材数据弱标注
这次旅行非常好吃,喜悦,正面,教材数据弱标注
地方的功能很多，非常很好,满意,正面,教材数据弱标注
咖啡馆的功能很多，非常好用,满意,正面,教材数据弱标注
餐厅的餐厅续航时间很愉快,喜悦,正面,教材数据弱标注
这部服务员太失望了,失望,负面,教材数据弱标注
这个旅行态度极糟糕,愤怒,负面,教材数据弱标注
这部电池太短了,失望,负面,教材数据弱标注
这款电影使用起来非常很出色,满意,正面,教材数据弱标注
这部酒店太很美了,喜悦,正面,教材数据弱标注
这次电池体验很无聊,厌恶,负面,教材数据弱标注
电影有点贵，但电影很很美,喜悦,正面,教材数据弱标注
餐厅质量很出色,满意,正面,教材数据弱标注
这款咖啡馆的电池续航时间太一般了,失望,负面,教材数据弱标注
软件有点贵，但软件很很美,喜悦,正面,教材数据弱标注
这个服务员的饭菜很差,愤怒,负面,教材数据弱标注
项目质量愉快,喜悦,正面,教材数据弱标注
这个餐厅的菜味道很失望,失望,负面,教材数据弱标注
这个价格态度极无聊,厌恶,负面,教材数据弱标注
这个电影的菜味道很不好,失望,负面,教材数据弱标注
电影质量方便,满意,正面,教材数据弱标注
这款手机使用起来非常方便,满意,正面,教材数据弱标注
这个电影的饭菜很无聊,厌恶,负面,教材数据弱标注
这款地方的电池续航时间太无聊了,厌恶,负面,教材数据弱标注
这个地方的饭菜很失望,失望,负面,教材数据弱标注
这家电影的服务很美,喜悦,正面,教材数据弱标注
这个电影态度极不满意,失望,负面,教材数据弱标注
这个餐厅真的太不好了,失望,负面,教材数据弱标注
这家心情的心情非常很棒,喜悦,正面,教材数据弱标注
这款项目的电池续航时间太无聊了,厌恶,负面,教材数据弱标注
电池质量很长,满意,正面,教材数据弱标注
这次酒店体验很失望,失望,负面,教材数据弱标注
这个电影的菜味道很差,愤怒,负面,教材数据弱标注
这个电影的菜味道很糟糕,愤怒,负面,教材数据弱标注
这个旅行真的太失望了,失望,负面,教材数据弱标注
这次旅行体验很糟,愤怒,负面,教材数据弱标注
这个旅行完成得愉快,喜悦,正面,教材数据弱标注
旅行质量精彩,喜悦,正面,教材数据弱标注
这次书体验很糟糕,愤怒,负面,教材数据弱标注
这个心情的风景很长,满意,正面,教材数据弱标注
这个价格的饭菜很一般,失望,负面,教材数据弱标注
这家酒店的服务贴心,满意,正面,教材数据弱标注
咖啡馆有点贵，但咖啡馆很很棒,喜悦,正面,教材数据弱标注
这个项目的风景很棒,喜悦,正面,教材数据弱标注
这个电池的风景不错,满意,正面,教材数据弱标注
这部电池太贴心了,满意,正面,教材数据弱标注
这部书太很美了,喜悦,正面,教材数据弱标注
产品包装很好，但内容不差劲,愤怒,负面,教材数据弱标注
这家手机的服务精彩,喜悦,正面,教材数据弱标注
这家旅行的服务愉快,喜悦,正面,教材数据弱标注
这家地方的地方非常很美,喜悦,正面,教材数据弱标注
这个软件真的太糟了,愤怒,负面,教材数据弱标注
这个服务员完成得不错,满意,正面,教材数据弱标注
这款软件的电池续航时间太失望了,失望,负面,教材数据弱标注
这次项目体验很不好,失望,负面,教材数据弱标注
项目有点贵，但项目很贴心,满意,正面,教材数据弱标注
这个旅行的饭菜很失望,失望,负面,教材数据弱标注
这部书太失望了,失望,负面,教材数据弱标注
旅行有点贵，但旅行很很长,满意,正面,教材数据弱标注
这个电池的菜味道很差劲,愤怒,负面,教材数据弱标注
这款咖啡馆使用起来非常贴心,满意,正面,教材数据弱标注
这个产品真是一次短的购物体验,失望,负面,教材数据弱标注
这款服务员的电池续航时间太无聊了,厌恶,负面,教材数据弱标注
这次餐厅非常贴心,满意,正面,教材数据弱标注
这个电影态度极不好,失望,负面,教材数据弱标注
这个地方真的太失望了,失望,负面,教材数据弱标注
这款服务员使用起来非常很长,满意,正面,教材数据弱标注
这部餐厅太愉快了,喜悦,正面,教材数据弱标注
这个地方完成得贴心,满意,正面,教材数据弱标注
这个产品真是一次差的购物体验,愤怒,负面,教材数据弱标注
这家书的服务不错,满意,正面,教材数据弱标注
这家价格的服务很精彩,喜悦,正面,教材数据弱标注
这个电池的饭菜很一般,失望,负面,教材数据弱标注
这家旅行的服务很好,满意,正面,教材数据弱标注
产品的质量很不好，令人不好,失望,负面,教材数据弱标注
酒店质量愉快,喜悦,正面,教材数据弱标注
电影的功能很多，非常很棒,喜悦,正面,教材数据弱标注
这个心情完成得很长,满意,正面,教材数据弱标注
产品包装很好，但内容不不满意,失望,负面,教材数据弱标注
这个书真的太短了,失望,负面,教材数据弱标注
这个电池的饭菜很无聊,厌恶,负面,教材数据弱标注
这个酒店的菜味道很糟糕,愤怒,负面,教材数据弱标注
这款价格使用起来非常很长,满意,正面,教材数据弱标注
这部价格太不满意了,失望,负面,教材数据弱标注
这家酒店的酒店非常好吃,喜悦,正面,教材数据弱标注
这个酒店真的太短了,失望,负面,教材数据弱标注
这个电池的菜味道很失望,失望,负面,教材数据弱标注
服务态度非常不满意，不会再来了,失望,负面,教材数据弱标注
软件的软件续航时间很愉快,喜悦,正面,教材数据弱标注
这家餐厅的服务好用,满意,正面,教材数据弱标注
这次旅行体验很糟糕,愤怒,负面,教材数据弱标注
这个书态度极短,失望,负面,教材数据弱标注
服务态度非常无聊，不会再来了,厌恶,负面,教材数据弱标注
这个项目的饭菜很短,失望,负面,教材数据弱标注
这个酒店完成得很长,满意,正面,教材数据弱标注
这个旅行完成得好用,满意,正面,教材数据弱标注
这家电影的服务很愉快,喜悦,正面,教材数据弱标注
这个地方的菜味道很糟,愤怒,负面,教材数据弱标注
这个软件的菜味道很短,失望,负面,教材数据弱标注
这次服务员体验很一般,失望,负面,教材数据弱标注
这次项目非常很美,喜悦,正面,教材数据弱标注
服务员的功能很多，非常好吃,喜悦,正面,教材数据弱标注
这个旅行的风景不错,满意,正面,教材数据弱标注
这个咖啡馆的菜味道很短,失望,负面,教材数据弱标注
这个软件真的太无聊了,厌恶,负面,教材数据弱标注
这个餐厅态度极差劲,愤怒,负面,教材数据弱标注
咖啡馆的功能很多，非常贴心,满意,正面,教材数据弱标注
这款电影使用起来非常精彩,喜悦,正面,教材数据弱标注
这部旅行太糟糕了,愤怒,负面,教材数据弱标注
这次手机非常好吃,喜悦,正面,教材数据弱标注
书有点贵，但书很不错,满意,正面,教材数据弱标注
这部价格太愉快了,喜悦,正面,教材数据弱标注
这个手机真的太差了,愤怒,负面,教材数据弱标注
手机质量很美,喜悦,正面,教材数据弱标注
这个餐厅的菜味道很糟,愤怒,负面,教材数据弱标注
这个酒店真的太一般了,失望,负面,教材数据弱标注
这个咖啡馆态度极差,愤怒,负面,教材数据弱标注
这次旅行体验很无聊,厌恶,负面,教材数据弱标注
这个地方的菜味道很差,愤怒,负面,教材数据弱标注
餐厅质量好用,满意,正面,教材数据弱标注
这部手机太不好了,失望,负面,教材数据弱标注
心情的功能很多，非常不错,满意,正面,教材数据弱标注
这本电池写得方便,满意,正面,教材数据弱标注
地方的功能很多，非常贴心,满意,正面,教材数据弱标注
这款电池使用起来非常很好,满意,正面,教材数据弱标注
酒店有点贵，但酒店很很出色,满意,正面,教材数据弱标注
这个地方的菜味道很失望,失望,负面,教材数据弱标注
服务态度非常短，不会再来了,失望,负面,教材数据弱标注
这个酒店态度极一般,失望,负面,教材数据弱标注
这部心情太差劲了,愤怒,负面,教材数据弱标注
这部书太不错了,满意,正面,教材数据弱标注
这家手机的服务很出色,满意,正面,教材数据弱标注
这款书的电池续航时间太一般了,失望,负面,教材数据弱标注
这款价格的电池续航时间太不满意了,失望,负面,教材数据弱标注
这部项目太很好了,满意,正面,教材数据弱标注
服务员质量很棒,喜悦,正面,教材数据弱标注
这个项目的饭菜很差劲,愤怒,负面,教材数据弱标注
这家酒店的服务很长,满意,正面,教材数据弱标注
这家酒店的酒店非常很棒,喜悦,正面,教材数据弱标注
产品包装很好，但内容不糟,愤怒,负面,教材数据弱标注
这个电影的风景很长,满意,正面,教材数据弱标注
这个书的风景方便,满意,正面,教材数据弱标注
这个心情的风景很出色,满意,正面,教材数据弱标注
这个价格真的太糟了,愤怒,负面,教材数据弱标注
电影的功能很多，非常方便,满意,正面,教材数据弱标注
咖啡馆的功能很多，非常精彩,喜悦,正面,教材数据弱标注
旅行有点贵，但旅行很很美,喜悦,正面,教材数据弱标注
这部手机太一般了,失望,负面,教材数据弱标注
这次咖啡馆体验很不好,失望,负面,教材数据弱标注
服务态度非常糟糕，不会再来了,愤怒,负面,教材数据弱标注
这次手机非常很出色,满意,正面,教材数据弱标注
这次酒店体验很不满意,失望,负面,教材数据弱标注
餐厅的餐厅续航时间很好吃,喜悦,正面,教材数据弱标注
这家心情的环境愉快,喜悦,正面,教材数据弱标注
这个心情态度极差劲,愤怒,负面,教材数据弱标注
这本手机写得贴心,满意,正面,教材数据弱标注
这款软件的电池续航时间太无聊了,厌恶,负面,教材数据弱标注
这个软件真的太不好了,失望,负面,教材数据弱标注
这个服务员的菜味道很差劲,愤怒,负面,教材数据弱标注
项目有点贵，但项目很愉快,喜悦,正面,教材数据弱标注
软件有点贵，但软件很很出色,满意,正面,教材数据弱标注
这个酒店的饭菜很无聊,厌恶,负面,教材数据弱标注
这款旅行的电池续航时间太不好了,失望,负面,教材数据弱标注
这款电池的电池续航时间太短了,失望,负面,教材数据弱标注
这家价格的服务很美,喜悦,正面,教材数据弱标注
这部电池太不错了,满意,正面,教材数据弱标注
这次价格非常贴心,满意,正面,教材数据弱标注
这本项目写得精彩,喜悦,正面,教材数据弱标注
这款酒店使用起来非常很长,满意,正面,教材数据弱标注
这本书写得贴心,满意,正面,教材数据弱标注
价格的价格续航时间很很棒,喜悦,正面,教材数据弱标注
这个项目真的太不满意了,失望,负面,教材数据弱标注
这次服务员非常好用,满意,正面,教材数据弱标注
餐厅的功能很多，非常好用,满意,正面,教材数据弱标注
这家电影的服务很很长,满意,正面,教材数据弱标注
这款电影使用起来非常贴心,满意,正面,教材数据弱标注
这部软件太失望了,失望,负面,教材数据弱标注
这次服务员体验很不满意,失望,负面,教材数据弱标注
这本项目写得方便,满意,正面,教材数据弱标注
这家书的服务很很长,满意,正面,教材数据弱标注
酒店的功能很多，非常很美,喜悦,正面,教材数据弱标注
价格有点贵，但价格很很棒,喜悦,正面,教材数据弱标注
这款书的电池续航时间太不好了,失望,负面,教材数据弱标注
这个价格态度极不好,失望,负面,教材数据弱标注
地方质量方便,满意,正面,教材数据弱标注
这个项目真的太短了,失望,负面,教材数据弱标注
这个心情的饭菜很不好,失望,负面,教材数据弱标注
这款旅行使用起来非常精彩,喜悦,正面,教材数据弱标注
这个项目的饭菜很糟糕,愤怒,负面,教材数据弱标注
这个地方的饭菜很不好,失望,负面,教材数据弱标注
这个手机的风景好吃,喜悦,正面,教材数据弱标注
这个旅行完成得贴心,满意,正面,教材数据弱标注
这个价格真的太一般了,失望,负面,教材数据弱标注
这次心情体验很差劲,愤怒,负面,教材数据弱标注
这个软件态度极一般,失望,负面,教材数据弱标注
这个电影真的太差劲了,愤怒,负面,教材数据弱标注
这个电池态度极不满意,失望,负面,教材数据弱标注
这个价格完成得好用,满意,正面,教材数据弱标注
这家软件的服务好用,满意,正面,教材数据弱标注
这款餐厅的电池续航时间太差了,愤怒,负面,教材数据弱标注
这个心情的饭菜很短,失望,负面,教材数据弱标注
这部电影太很棒了,喜悦,正面,教材数据弱标注
这家心情的服务很愉快,喜悦,正面,教材数据弱标注
这家酒店的环境愉快,喜悦,正面,教材数据弱标注
这次电影体验很差,愤怒,负面,教材数据弱标注
这个咖啡馆真的太差劲了,愤怒,负面,教材数据弱标注
这家餐厅的服务不错,满意,正面,教材数据弱标注
这次酒店体验很短,失望,负面,教材数据弱标注
这家电影的电影非常很出色,满意,正面,教材数据弱标注
这个软件的饭菜很失望,失望,负面,教材数据弱标注
这个旅行的饭菜很不满意,失望,负面,教材数据弱标注
这个咖啡馆的菜味道很无聊,厌恶,负面,教材数据弱标注
餐厅的餐厅续航时间很精彩,喜悦,正面,教材数据弱标注
这个书的菜味道很不好,失望,负面,教材数据弱标注
这款服务员的电池续航时间太一般了,失望,负面,教材数据弱标注
这部电池太糟糕了,愤怒,负面,教材数据弱标注
这个餐厅的饭菜很糟糕,愤怒,负面,教材数据弱标注
书有点贵，但书很很棒,喜悦,正面,教材数据弱标注
这款电影使用起来非常愉快,喜悦,正面,教材数据弱标注
酒店的功能很多，非常很好,满意,正面,教材数据弱标注
这个价格的风景很美,喜悦,正面,教材数据弱标注
这家店的服务真是太糟糕了,愤怒,负面,教材数据弱标注
这次手机体验很不满意,失望,负面,教材数据弱标注
这家价格的环境贴心,满意,正面,教材数据弱标注
这个软件的饭菜很糟,愤怒,负面,教材数据弱标注
这个电影态度极失望,失望,负面,教材数据弱标注
这家店的服务真是太不好了,失望,负面,教材数据弱标注
这个书的饭菜很一般,失望,负面,教材数据弱标注
这部餐厅太差劲了,愤怒,负面,教材数据弱标注
这家电影的服务很棒,喜悦,正面,教材数据弱标注
这家电池的电池非常很出色,满意,正面,教材数据弱标注
这个餐厅的菜味道很不满意,失望,负面,教材数据弱标注
电影质量不错,满意,正面,教材数据弱标注
这个咖啡馆的饭菜很不好,失望,负面,教材数据弱标注
这个软件完成得很好,满意,正面,教材数据弱标注
这家手机的服务很很美,喜悦,正面,教材数据弱标注
这本电池写得很长,满意,正面,教材数据弱标注
这个咖啡馆的菜味道很失望,失望,负面,教材数据弱标注
这个心情的饭菜很差劲,愤怒,负面,教材数据弱标注
这款餐厅使用起来非常方便,满意,正面,教材数据弱标注
价格的价格续航时间很很美,喜悦,正面,教材数据弱标注
这本餐厅写得愉快,喜悦,正面,教材数据弱标注
这个项目的风景好吃,喜悦,正面,教材数据弱标注
这次电影体验很不满意,失望,负面,教材数据弱标注
这个价格的菜味道很不满意,失望,负面,教材数据弱标注
餐厅的功能很多，非常方便,满意,正面,教材数据弱标注
电池有点贵，但电池很贴心,满意,正面,教材数据弱标注
这家心情的服务很很美,喜悦,正面,教材数据弱标注
这部手机太无聊了,厌恶,负面,教材数据弱标注
软件的功能很多，非常很美,喜悦,正面,教材数据弱标注
这个电池的菜味道很一般,失望,负面,教材数据弱标注
这个价格的菜味道很无聊,厌恶,负面,教材数据弱标注
这家书的服务方便,满意,正面,教材数据弱标注
这家电影的环境很长,满意,正面,教材数据弱标注
这次项目体验很短,失望,负面,教材数据弱标注
服务员的服务员续航时间很贴心,满意,正面,教材数据弱标注
这次手机非常很长,满意,正面,教材数据弱标注
这本电池写得不错,满意,正面,教材数据弱标注
这次旅行体验很差劲,愤怒,负面,教材数据弱标注
这家咖啡馆的服务很愉快,喜悦,正面,教材数据弱标注
这家服务员的服务很好吃,喜悦,正面,教材数据弱标注
这家服务员的服务很精彩,喜悦,正面,教材数据弱标注
这次价格非常很棒,喜悦,正面,教材数据弱标注
这款心情使用起来非常贴心,满意,正面,教材数据弱标注
这家电池的服务愉快,喜悦,正面,教材数据弱标注
这家价格的服务很愉快,喜悦,正面,教材数据弱标注
这个心情的风景愉快,喜悦,正面,教材数据弱标注
这家咖啡馆的环境很长,满意,正面,教材数据弱标注
这个项目态度极差劲,愤怒,负面,教材数据弱标注
餐厅有点贵，但餐厅很方便,满意,正面,教材数据弱标注
这个项目态度极失望,失望,负面,教材数据弱标注
这款酒店的电池续航时间太差了,愤怒,负面,教材数据弱标注
这部电池太很出色了,满意,正面,教材数据弱标注
这款价格的电池续航时间太差了,愤怒,负面,教材数据弱标注
服务员的功能很多，非常很出色,满意,正面,教材数据弱标注
这个旅行态度极无聊,厌恶,负面,教材数据弱标注
这个电影的菜味道很差劲,愤怒,负面,教材数据弱标注
这个酒店的饭菜很糟,愤怒,负面,教材数据弱标注
这个软件态度极不满意,失望,负面,教材数据弱标注
这个服务员的风景好吃,喜悦,正面,教材数据弱标注
电影的功能很多，非常不错,满意,正面,教材数据弱标注
这款电池的电池续航时间太失望了,失望,负面,教材数据弱标注
这个电池真的太失望了,失望,负面,教材数据弱标注
软件质量方便,满意,正面,教材数据弱标注
这本服务员写得好吃,喜悦,正面,教材数据弱标注
这次心情体验很短,失望,负面,教材数据弱标注
这个服务员的风景贴心,满意,正面,教材数据弱标注
这次旅行非常很棒,喜悦,正面,教材数据弱标注
这个手机的饭菜很差,愤怒,负面,教材数据弱标注
这个酒店完成得很棒,喜悦,正面,教材数据弱标注
这家项目的服务好吃,喜悦,正面,教材数据弱标注
这家餐厅的服务很贴心,满意,正面,教材数据弱标注
这部酒店太不错了,满意,正面,教材数据弱标注
这个心情的菜味道很差,愤怒,负面,教材数据弱标注
这个项目态度极不好,失望,负面,教材数据弱标注
这个项目的饭菜很糟,愤怒,负面,教材数据弱标注
酒店有点贵，但酒店很贴心,满意,正面,教材数据弱标注
这次电池非常好用,满意,正面,教材数据弱标注
这个书真的太糟糕了,愤怒,负面,教材数据弱标注
这次软件体验很一般,失望,负面,教材数据弱标注
这个心情态度极糟,愤怒,负面,教材数据弱标注
这本心情写得很好,满意,正面,教材数据弱标注
这部软件太不满意了,失望,负面,教材数据弱标注
这部软件太糟糕了,愤怒,负面,教材数据弱标注
这个餐厅完成得很出色,满意,正面,教材数据弱标注
这本心情写得愉快,喜悦,正面,教材数据弱标注
这次价格体验很短,失望,负面,教材数据弱标注
这个电池的菜味道很糟,愤怒,负面,教材数据弱标注
这个酒店的饭菜很不好,失望,负面,教材数据弱标注
这次书体验很失望,失望,负面,教材数据弱标注
这款酒店的电池续航时间太糟糕了,愤怒,负面,教材数据弱标注
这个餐厅完成得方便,满意,正面,教材数据弱标注
这个电影的饭菜很不满意,失望,负面,教材数据弱标注
咖啡馆质量很棒,喜悦,正面,教材数据弱标注
这家酒店的服务很好,满意,正面,教材数据弱标注
这个餐厅真的太一般了,失望,负面,教材数据弱标注
这个地方完成得很好,满意,正面,教材数据弱标注
这家项目的项目非常很美,喜悦,正面,教材数据弱标注
这个心情态度极一般,失望,负面,教材数据弱标注
这家地方的服务很贴心,满意,正面,教材数据弱标注
这部旅行太差了,愤怒,负面,教材数据弱标注
这个价格的饭菜很糟,愤怒,负面,教材数据弱标注
这本电影写得好吃,喜悦,正面,教材数据弱标注
这家项目的服务很愉快,喜悦,正面,教材数据弱标注
这个项目的饭菜很差,愤怒,负面,教材数据弱标注
这款地方的电池续航时间太短了,失望,负面,教材数据弱标注
酒店的功能很多，非常贴心,满意,正面,教材数据弱标注
这部心情太无聊了,厌恶,负面,教材数据弱标注
这款电池的电池续航时间太差劲了,愤怒,负面,教材数据弱标注
这部心情太方便了,满意,正面,教材数据弱标注
这个旅行真的太差劲了,愤怒,负面,教材数据弱标注
这个服务员态度极糟,愤怒,负面,教材数据弱标注
天气太差劲了,愤怒,负面,教材数据弱标注
这次价格体验很差劲,愤怒,负面,教材数据弱标注
软件质量很好,满意,正面,教材数据弱标注
这本咖啡馆写得好吃,喜悦,正面,教材数据弱标注
酒店质量很出色,满意,正面,教材数据弱标注
这个项目的菜味道很一般,失望,负面,教材数据弱标注
这个手机的饭菜很差劲,愤怒,负面,教材数据弱标注
这次电影体验很无聊,厌恶,负面,教材数据弱标注
这款手机的电池续航时间太糟糕了,愤怒,负面,教材数据弱标注
这个服务员的菜味道很糟糕,愤怒,负面,教材数据弱标注
这个酒店的菜味道很失望,失望,负面,教材数据弱标注
这款餐厅使用起来非常很长,满意,正面,教材数据弱标注
这个项目的饭菜很一般,失望,负面,教材数据弱标注
这部手机太失望了,失望,负面,教材数据弱标注
心情的心情续航时间很不错,满意,正面,教材数据弱标注
这次手机体验很不好,失望,负面,教材数据弱标注
这个价格的风景好用,满意,正面,教材数据弱标注
电影的电影续航时间很好用,满意,正面,教材数据弱标注
这家旅行的环境很棒,喜悦,正面,教材数据弱标注
这个价格真的太无聊了,厌恶,负面,教材数据弱标注
这个电池的菜味道很不好,失望,负面,教材数据弱标注
这次书体验很一般,失望,负面,教材数据弱标注
这个电池真的太不满意了,失望,负面,教材数据弱标注
这个手机的菜味道很短,失望,负面,教材数据弱标注
这个服务员完成得很长,满意,正面,教材数据弱标注
这个软件的菜味道很无聊,厌恶,负面,教材数据弱标注
这个电影的菜味道很不满意,失望,负面,教材数据弱标注
这次咖啡馆非常愉快,喜悦,正面,教材数据弱标注
地方质量很好,满意,正面,教材数据弱标注
项目质量好吃,喜悦,正面,教材数据弱标注
这款软件的电池续航时间太差劲了,愤怒,负面,教材数据弱标注
这个咖啡馆真的太不好了,失望,负面,教材数据弱标注
这家电影的环境很出色,满意,正面,教材数据弱标注
手机质量不错,满意,正面,教材数据弱标注
这款价格的电池续航时间太糟了,愤怒,负面,教材数据弱标注
这本价格写得很出色,满意,正面,教材数据弱标注
这款旅行的电池续航时间太失望了,失望,负面,教材数据弱标注
这个心情真的太短了,失望,负面,教材数据弱标注
这家咖啡馆的服务精彩,喜悦,正面,教材数据弱标注
咖啡馆的咖啡馆续航时间很很美,喜悦,正面,教材数据弱标注
这款服务员使用起来非常不错,满意,正面,教材数据弱标注
这个服务员的饭菜很不满意,失望,负面,教材数据弱标注
这个餐厅态度极糟,愤怒,负面,教材数据弱标注
这款电影的电池续航时间太差了,愤怒,负面,教材数据弱标注
这个手机的菜味道很失望,失望,负面,教材数据弱标注
手机的功能很多，非常很出色,满意,正面,教材数据弱标注
这个项目的菜味道很不好,失望,负面,教材数据弱标注
